article_id	title	main_topic	author	related_topics
587	The Magic of Organizing around Customer Journeys - and How to do it	Culture & Methods	Ole Jepsen Maria Ebro Andreasen Ben Linders	Culture & Methods|Enterprise Architecture|Mobile|Customers & Requirements|Agile|Project Management|Stories & Case Studies|Banking|Business/IT Alignment|Teamwork|Robotics|Collaboration|Artificial Intelligence|Architecture|Digital Transformation|Mobile Development
588	Interview with Scott Hunter on .NET Core 3.0	Development	Chris Woodruff Scott Hunter Charles Humble	Development|.NET Core 3 Article Series|Entity Framework|.NET Core|C# 8|.NET|WinForms|Microsoft|ASP.NET
589	Strengthen Distributed Teams with Social Conversations	Culture & Methods	Pilar Orti Charles Humble	Culture & Methods|Meetings|Remote Meetings Article Series|Remote Developer
590	Rethinking Flink’s APIs for a Unified Data Processing Framework	AI, ML & Data Engineering	Aljoscha Krettek Thomas Betts	AI, ML & Data Engineering|Event Stream Processing|Apache Flink|Data Pipelines|Event Driven Architecture|Batch Processing|Architecture|Streaming|Flink
591	Q&A on the Book Continuous Delivery in Java	DevOps	Manuel Pais Daniel Bryant Abraham Marín Pérez	DevOps|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Java|InfoQ|Agile|Book Review|Cloud Computing
592	Q&A on the Book Agile Leadership in Practice - Applying Management 3.0	Culture & Methods	Ben Linders Dominik Maximini	Culture & Methods|Leadership|Management 3.0|Trust|InfoQ|Agile|Book Review|Stories & Case Studies
593	Azure Data Lake Analytics and U-SQL	AI, ML & Data Engineering	Aniruddha Chakrabarti Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Azure|PaaS|Data Analysis|Database|.NET|Microsoft|Streaming|Cloud Computing|Data Analytics
594	Q&A on the Book Helping People Change	Culture & Methods	Ben Linders Richard Boyatzis Melvin Smith Ellen Van Oosten	Culture & Methods|Coaching|Culture|Coaching and Mentoring|Applied Research|InfoQ|Agile|Book Review|Change
595	Q&A with Gojko Adzic on the Book Running Serverless	DevOps	Jan Stenberg Gojko Adzic	Development|Architecture & Design|InfoQ|Book Review|Serverless|Cloud Computing|Cloud
596	Using Java to Orchestrate Robot Swarms	Architecture & Design	Matthew Cornford Thomas Betts	Development|Architecture & Design|Robotics|Architecture|Java|Simulation
597	Remote Meetings Reflect Distributed Team Culture	Culture & Methods	Mark Kilby Charles Humble	Culture & Methods|Culture|Meetings|Remote Meetings Article Series|Remote Developer
598	Data Analytics in the World of Agility	Culture & Methods	Almudena Rodriguez Pardo Ben Linders	Culture & Methods|AI, ML & Data Engineering|Surveys|Database|Data Analysis|Customers & Requirements|Big Data|Infrastructure|Agile|Project Management|Data Analytics
599	Appreciation at Work	Culture & Methods	Shaaron A Alvares	Culture & Methods|Leadership|Culture|Organization|Teamwork|Team Collaboration|Collaboration|Distributed Team|Agile
600	Navigating the .NET Ecosystem	Development	David Pine Charles Humble	Development|.NET Core 3 Article Series|.NET Core|Mono|.NET|Microsoft
601	How to Use Chaos Engineering to Break Things Productively	DevOps	Sam Bocetta Richard Seroter	Architecture & Design|DevOps|Chaos Engineering|Architecture|Network Security|Resilience|Cloud
602	Can Your Meeting Kit Cut It?	Culture & Methods	J. Elise Keith Lisette Sutherland Charles Humble	Culture & Methods|Meetings|Remote Meetings Article Series|Remote Developer
603	Article Series - Remote Meetings	Culture & Methods	Judy Rees Charles Humble	Development|Culture & Methods|Article Series|Meetings|Remote Meetings Article Series|Remote Developer
604	Designing Chaos Experiments, Running Game Days, and Building a Learning Organization: Chaos Conf Q&A	DevOps	Daniel Bryant	Development|Architecture & Design|DevOps|Chaos Engineering|Leadership|Fault Tolerance|Disaster Recovery|learning|Architecture|Infrastructure|Training / Certification|Agile|Resilience
605	Great Global Meetings: Navigating Cultural Differences	Culture & Methods	Nancy Settle-Murphy Charles Humble	Culture & Methods|Meetings|Remote Meetings Article Series|Remote Developer
606	Cellery: A Code-First Approach to Deploy Applications on Kubernetes	Architecture & Design	Dakshitha Ratnayake Thomas Betts	Architecture & Design|Microservice Frameworks|Containers|Architecture|Microservices|Cloud Computing|Kubernetes
607	The Death of Agile and Beyond	Culture & Methods	Mynul Chowdhuri Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Adopting Agile
608	Agile around The World - A Journey of Discovery	Culture & Methods	Ben Linders David Spinks Glaudia Califano	Culture & Methods|Agile Conferences|Agile Culture|Teamwork|learning|Agile in the Enterprise|Agile|Adopting Agile
609	How Compuware Escaped Its Waterfall for True Mainframe DevOps	DevOps	David Rizzo Manuel Pais	DevOps|Infrastructure|Agile|Scrum|mainframes
610	Mastering Remote Meetings: How To Get—and Keep—Your Participants Engaged	Culture & Methods	Judy Rees Charles Humble	Culture & Methods|Meetings|Remote Meetings Article Series|Remote Developer
611	An Engineer’s Guide to a Good Night’s Sleep	DevOps	Nicky Wrightson Susan Conant	Architecture & Design|DevOps|Failure|Architecture|Microservices|Resilience
612	Q&A on the Book Right to Left: The Digital Leader's Guide to Lean and Agile	Culture & Methods	Ben Linders Mike Burrows	Culture & Methods|Agile Techniques|Kanban|Agile in the Enterprise|InfoQ|Agile|Lean|Scrum|Adopting Agile|Book Review
613	Key Takeaway Points and Lessons Learned from QCon New York 2019	Architecture & Design	Abel Avram Charles Humble	Development|Architecture & Design|QCon|QCon New York 2019
614	Balancing Generalists and Specialists– Building Successful Agile Teams	Culture & Methods	Dave West Shane Hastie	Culture & Methods|Diversity in Teams|Teamwork|Distributed Team|Agile|Scrum|Group Communication
615	Testing Microservices: an Overview of 12 Useful Techniques - Part 1	Architecture & Design	Wojciech Bulaty Liam Williams Daniel Bryant	Development|Architecture & Design|Testing|Architecture|Automated testing|Microservices|Automation|Test Automation|Test Design
616	Fraud Detection Using Random Forest, Neural Autoencoder, and Isolation Forest Techniques	AI, ML & Data Engineering	Kathrin Melcher Rosaria Silipo Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Fraud Detection|Random Forests|Machine Learning
617	Empathy is a Technical Skill	Culture & Methods	Andrea Goulet Ben Linders	Development|Culture & Methods|Communication|Social Skills|Teamwork|Empathy Driven Development|Collaboration|Distributed Team|Agile
618	Kubernetes Workloads in the Serverless Era: Architecture, Platforms, and Trends	DevOps	Bilgin Ibryam Daniel Bryant	Development|Architecture & Design|DevOps|Microservices|AWS Lambda|Serverless|Cloud|Containers|IaaS|PaaS|FaaS|Knative|Architecture|Docker|Cloud Computing|Kubernetes
619	The Challenges in Integrating Cross-Boundary Teams	Culture & Methods	Premjith Purushotham Shane Hastie	Culture & Methods|Diversity in Teams|Co-Located Teams|Diversity|Teamwork|Distributed Team|Agile|Group Communication
620	Privacy Attacks on Machine Learning Models	AI, ML & Data Engineering	Katharine Jarmul Roland Meertens	AI, ML & Data Engineering|Differential Privacy|Adversarial Machine Learnin|Machine Learning|Privacy
621	Scrum & The Toyota Production System, Build Ultra-Powerful Teams	Culture & Methods	Pierre Jannez Stéphane Wojewoda	Development|Culture & Methods|Continuous Improvement|Management|Agile|Lean|Scrum
622	Unlocking Continuous Testing: The Four Best Practices Necessary for Success	Development	Lubos Parobek Daniel Bryant	Development|Architecture & Design|IT Service Management|Continuous Delivery|Testing|Automated Deployment|Unit Testing|Agile Techniques|Acceptance Testing|Agile|Automated testing|Automation|Cloud Computing
623	2019 State of Testing Report	Culture & Methods	Ben Linders Joel Montvelisky Lalit Bhamare	Development|Culture & Methods|Testing|Teamwork|Collaboration|Survey|Agile|Best Practices|Adoption
624	Rediscovering Lean	Culture & Methods	Kevin Duggan Ben Linders	Culture & Methods|Agile Conferences|Process Adoption|Agile in the Enterprise|Agile|Lean|Adopting Agile|Adoption|Stories & Case Studies
625	Humanity at Work: Interview with Rich Sheridan, Author of Chief Joy Officer	Culture & Methods	Shaaron A Alvares Shane Hastie	Culture & Methods|Leadership|Culture|Menlo Innovations|Agile
626	Running Single-file Programs without Compiling in Java 11	Development	Mohamed Taman Ben Evans	Development|DevOps|Java11|Java|Scripting
627	Q&A on the Book Gamification for Business	Culture & Methods	Ben Linders Jake Inlove	Culture & Methods|Facilitation|Business Agility|Teamwork|Collaboration|Gamification|InfoQ|Game Development|Agile|Book Review
628	Q&A on the Book Virtual Leadership	Culture & Methods	Penny Pullan Ben Linders	Culture & Methods|Communication|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Meetings|Book Review|Remote Developer
629	The Pipeline Driven Organization - Enabling True Continuous Delivery	Culture & Methods	Roy Osherove Ben Linders	Culture & Methods|DevOps|Culture|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Agile|Pipeline as Code|Cloud Computing
630	Got NIM?	Development	Carter Pape Sergio De Simone	Development|JavaScript|C|Web Development|Dynamic Languages|Static Language|Scripting
631	Java InfoQ Trends Report - July 2019	Development	Ben Evans Erik Costlow Dustin Schultz Charles Humble Daniel Bryant	Development|Architecture & Design|LISP|Scala|Pivotal|InfoQ|Groovy|Functional Programming|Microservice Frameworks|MicroProfile|JUnit|Kotlin|HotSpot|GraalVM|Virtual Machines|Clojure|Runtimes|Spring Boot|Spring|Java|JVM|Microservices|Dynamic Languages|Testing|Unit Testing|InfoQ Trends Report|Architecture|Java EE|JVM Languages
632	Author Q&A: from Chaos to Successful Distributed Agile Teams	Culture & Methods	Johanna Rothman Mark Kilby Shane Hastie Shane Hastie	Culture & Methods|Distributed Team|Agile|Remote Developer
633	Stream Processing Anomaly Detection Using Yurita Framework	AI, ML & Data Engineering	Guy Gerson Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Deep Learning|Paypal|Database|Spark MLlib|Big Data|Infrastructure|Machine Learning|Streaming|Apache Spark
634	Waste Not, Want Not: A Simplified Value Stream Map for Uncovering Waste	Culture & Methods	J Meadows Shane Hastie	Culture & Methods|SOA|Enterprise Architecture|Architecture|Workflow / BPM|Business Process Management|Value Stream Mapping
635	Understanding Serverless: Tips and Resources for Building Servicefull Applications	Culture & Methods	Christopher Paton Ben Linders	Development|Architecture & Design|Culture & Methods|NoSQL|Agile Conferences|Amazon|Database|Monitoring Tools|Amazon SNS|AWS Lambda|S3|Serverless|API|Google Cloud Functions|Performance|Infrastructure as Code|Dynamo DB|IaaS|CloudFormation|SQS|AWS|FaaS|Architecture|Monitoring|Key-Value Store|Cloud Computing|application performance management
636	How to Effectively Lead Remote IT teams	Culture & Methods	Todor Gigilev	Culture & Methods|Teamwork|Distributed Team|Agile|Remote Developer
637	How Developers Can Learn the Language of Business Stakeholders	Culture & Methods	Anna Radzikowska Ben Linders	Development|Culture & Methods|Communication|Enterprise Architecture|Security|Risk Management|Agile|Business Analysis|Project Management|Software Development|Business/IT Alignment|Stakeholder|learning|Architecture|Distributed Team|Budgets|Planning
638	The Agile Manifesto: A Software Architect's Perspective	Architecture & Design	Ionut Balosin Thomas Betts	Architecture & Design|Culture & Methods|Agile Architecture|Architecture|Agile|Agile Manifesto
639	Q&A on the Book Applied Empathy: The New Language of Leadership	Culture & Methods	Ben Linders Michael Ventura	Culture & Methods|Leadership|Social Skills|InfoQ|Agile|Book Review|Customer Experience Improvement Program|Change
640	How to Seamlessly Evolve DevOps into DevSecOps	DevOps	Sam Bocetta Richard Seroter	Architecture & Design|DevOps|Information Security|Security|Architecture|Microservices|Cloud Computing|Cloud Security|Cloud
641	Q&A on A Scrum Book: The Spirit of the Game	Culture & Methods	Ben Linders Jeff Sutherland James Coplien	Culture & Methods|Agile in the Enterprise|Architecture|InfoQ|Patterns and Practices|Patterns|Agile|Scrum|Agile Manager|Adopting Agile|Book Review
642	It Ain't Necessarily So: Exploring Type Systems for Verifying Musical Correctness	Development	Chris Ford Charles Humble	Development|Architecture & Design|Haskell|Functional Programming|Type Theory
643	NotPetya Retrospective	Architecture & Design	Chris Swan Charles Humble	Development|Architecture & Design|DevOps|Security|malware|Application Security
644	Q&A on the Book Empathy at Work	Culture & Methods	Ben Linders Sharon Steed	Culture & Methods|Coaching|Communication|Coaching and Mentoring|Social Skills|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Book Review
645	Power to the People: Unleashing Teams through Liberating Structures	Culture & Methods	Greg Myers Ben Linders	Culture & Methods|Coaching and Mentoring|Teamwork|Methodologies|Agile|Scrum|Agile Practices|Self-organizing Team|QCon|QCon New York 2019
646	Obscuring Complexity	Architecture & Design	Glenn Engstrand Thomas Betts	Architecture & Design|SOA|MDA|Enterprise Architecture|Event Driven Architecture|Model Driven Development|Microservices|Reactive Programming|Architecture Management|Architecture Evaluation|Reactive Manifesto|Frameworks|Architecture|Twelve-Factor Apps
647	The Importance of Metrics to Agile Teams	Culture & Methods	Will Lytle Charlie Ponsonby Shane Hastie	Culture & Methods|Value & Metrics|Agile Tool Box|Continuous Improvement|Methodologies|Agile|Metrics
648	Using OpenAPI to Build Smart APIs for Dumb Machines	Architecture & Design	Adam Leventhal Abel Avram	Development|Architecture & Design|Documentation|Open Source|Architecture|API-Design|API
649	How to Use Open Source Prometheus to Monitor Applications at Scale	AI, ML & Data Engineering	Paul Brebner Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|BigTable|Database|Monitoring Tools|Prometheus|Machine Learning|Streaming|Grafana|Apache Kafka|Performance|Columnar Databases|Data Visualization|Monitoring|Cassandra|application performance management
650	Q&A on the Book Risk-First Software Development	Culture & Methods	Ben Linders Rob Moffat	Culture & Methods|Product Backlog|Security|Risk Management|Open Source|Methodologies|InfoQ|Operating Systems|Book Review|Risk
651	Five Android and iOS UI Design Guidelines for React Native	Development	Rakshit Soral Sergio De Simone	Development|Android|User Experience|React Native|Architecture|Mobile|Operating Systems|Reactive Programming|Design|iOS|Cross Platform|User Interface
652	Q&A on the Book Internal Tech Conferences	Culture & Methods	Ben Linders Victoria Morgan-Smith Matthew Skelton	Culture & Methods|Interest Groups|Community|Teamwork|Event Driven Architecture|learning|Collaboration|Architecture|InfoQ|Agile|Technology|Book Review|Local Events
